first_author,year,title,type,collections,tags
Hailin,2011,China - South Asian Relations : Making New Partnership: a Rising China and Its Neighbors,book,southasia,POLITICAL SCIENCE / International Relations / General; POLITICAL SCIENCE / World / General; South Asian cooperation
Li,2011,"China-ASEAN Sub-regional Cooperation: Progress, Problems and Prospect",book,southasia,
Aspen Institute India,2011,The United States and India: A Shared Strategic Future,book,Afghanistan,
Russell,2011,"Mining the Social Web: Analyzing Data from Facebook, Twitter, LinkedIn, and Other Social Media Sites",book,twitteropoliics,
Engdahl,2011,Gods of Money: Wall Street and the Death of the American Century,book,twitteropoliics,
Clarke,2011,Xinjiang and China's Rise in Central Asia - A History,book,uzbekistan,
Grygiel,2011,Great Powers and Geopolitical Change,book,Geopolitics,
Tapper,2011,Tribe and state in Iran and Afghanistan,book,sa654,
Kondlo,2011,Governance in the 21st century,book,africa,
Burns,2011,"American Interests in South Asia: Building a Grand Strategy in Afghanistan, Pakistan, and India",book,Afghanistan; sa653,
Khan,2011,Afghanistan And Pakistan,book,Afghanistan; sa653,
Goodson,2011,"Afghanistan's Endless War: State Failure, Regional Politics, and the Rise of the Taliban",book,Afghanistan; sa653,
Dodge,2011,Afghanistan: To 2015 and Beyond,book,Afghanistan; sa653,
Klüver,2011,"Social understanding: on hermeneutics, geometrical models and artificial intelligence",book,MGIMO_biblio,
Smith,2011,"Afghanistan's troubled transition: politics, peacekeeping, and the 2004 presidential election",book,sa653,
Singh,2011,Soil health and climate change,book,climate_change,Bodengüte; Climatic changes; Klimaänderung; Quality; Soil productivity; Soils
Shrivastava,2011,पर्यावरण एवं सामाजिक सरोकार,book,climate_change,
Amineh,2012,Secure oil and alternative energy: The geopolitics of energy paths of china and the European Union,book,oilrussiachina,
Wu,2012,"Energy economy in china: Policy imperatives, market dynamics, and regional developments",book,oilrussiachina,
Hang,2012,"China-Russia, central Asia and east Europe relations: Review and analysis",book,oilrussiachina,
Reveron,2012,"Cyberspace and national security: threats, opportunities, and power in a virtual world",book,socialmedia,
Costigan,2012,Cyberspaces and global affairs,book,socialmedia,
Kandiyoti,2012,Pipelines: flowing oil and crude politics,book,WorldFocus,
Rashid,2012,"Pakistan on the Brink: The future of Pakistan, Afghanistan and the West",book,Afghanistan,
Kaplan,2012,The Revenge of Geography: What the Map Tells Us About Coming Conflicts and the Battle Against Fate,book,Afghanistan,
Vinokurov,2012,Eurasian Integration: Challenges of Transcontinental Regionalism,book,Afghanistan,
Cook,2012,"Afghanistan: the Perfect Failure: A War Doomed by the Coalition's Strategies, Policies and Political Correctness",book,Afghanistan,
Rothstein,2012,Afghan Endgames: Strategy and Policy Choices for America's Longest War,book,Afghanistan,
Trottier,2012,Social media as surveillance: rethinking visibility in a converging world,book,socialmedia,
Engdahl,2012,A Century of War: Anglo-American Oil Politics and the New World Order,book,twitteropoliics,
Leetaru,2012,Data Mining Methods for the Content Analyst: An Introduction to the Computational Analysis of Content,book,twitteropoliics,
Elder-Vass,2012,The Reality of Social Construction,book,socialmedia,
Shannon,2012,Psychology and Constructivism in International Relations: An Ideational Alliance,book,socialmedia,
Lee,2012,New Silk Road and the Northern Distribution Network: A Golden Road to Central Asian Trade Reform?.,book,BRI-EEU,
Tsygankov,2012,Russia and the West from Alexander to Putin: Honor in International Relations,book,realism,
Parmelee,2012,Politics and the Twitter Revolution: How Tweets Influence the Relationship Between Political Leaders and the Public,book,twitteropoliics,
Hynek,2012,Statebuilding in Afghanistan: multinational contributions to reconstruction,book,sa653,
Aoun,2012,"Religious movements, militancy, and conflict in South Asia : cases from India, Pakistan, and Afghanistan /",book,sa653,
Iliffe,2012,"Datums and map projections for remote sensing, GIS, and surveying",book,sa662,
Cook,2012,Afghanistan,book,sa653,
Huasheng,2012,"China and Afghanistan: China's interests, stances, and perspectives",book,sa653; taliban,
Khan,2012,Pakistan's strategic culture and foreign policy making: a study of Pakistan's post 9/11 Afghan policy change,book,sa653,Afghanistan; Foreign relations; Pakistan; Strategic aspects; Strategic culture
Tadjbakhsh,2012,"Central Asia and Afghanistan: Insulation on the Silk Road, Between Eurasia and the Heart of Asia",book,Afghanistan,
Bader,2013,Obama and China's Rise: An Insider's Account of America's Asia Strategy,book,callforpapers,
Wei,2013,Vertical Specialization and Trade Surplus in China,book,wordpress_blog,
Vassiliev,2013,Central Asia: Political and Economic Challenges in the Post-Soviet Era,book,kazakhitaly,
Pervez,2013,Security Community in South Asia: India-Pakistan,book,securitycomplex,
Oxley,2013,Security Risks in Social Media Technologies: Safe Practices in Public Service Applications,book,socialmedia,
Tomsen,2013,"The Wars of Afghanistan: Messianic Terrorism, Tribal Conflicts, and the Failures of Great Powers",book,Afghanistan,
Cohen,2013,Shooting for a Century: The India-Pakistan Conundrum,book,Afghanistan,
Riedel,2013,"Avoiding Armageddon: America, India, and Pakistan to the Brink and Back",book,Afghanistan,
Rubin,2013,Afghanistan from the Cold War through the War on Terror,book,Afghanistan,
Dalrymple,2013,"A Deadly Triangle: Afghanistan, Pakistan, and India",book,Afghanistan,
Tanrisever,2013,Afghanistan and Central Asia: NATO's Role in Regional Security Since 9/11,book,Afghanistan,
Parsons,2013,Social System,book,talcottparsons,
Anderson,2013,Frontiers: Territory and State Formation in the Modern World,book,twitteropoliics,
Herron,2013,Learning Cython Programming,book,twitteropoliics,
Williams,2013,Steaming to Victory: How Britain's Railways Won the War,book,twitteropoliics,
Candela,2013,QIAOXIANG ON THE SILK ROAD,book,callforpapers,
Akbarzadeh,2013,"Uzbekistan and the United States: Authoritarianism, Islamism and Washington's Security Agenda",book,uzbekistan,
Kumar,2013,Twitter Data Analytics,book,socialmedia,
Blouet,2013,Global Geostrategy: Mackinder and the Defence of the West,book,Mackinder,
Weber,2013,Protestant Ethic and the Spirit of Capitalism,book,talcottparsons,
Russell,2013,"Mining the social web: data mining from Facebook, Twitter, LinkedIn, Google+, GitHub and more",book,twitteropoliics,
Qassem,2013,Afghanistan's Political Stability: A Dream Unrealised,book,Afghanistan; sa653,
Nawabi,2013,Future and Modernization of Afghanistan,book,Afghanistan; sa653,
Braithwaite,2013,Afgantsy: The Russians in Afghanistan 1979-89,book,Afghanistan; sa653,
Held,2013,Cosmopolitanism: Ideals and Realities,book,peacebuilding,
Tan,2013,Diaspora engagement and development in South Asia,book,territorialtrap,
Arendt,2013,The Human Condition: Second Edition,book,pakistan,
Alvandi,2014,"Nixon, Kissinger, and the Shah: the United States and Iran in the Cold War",book,iran,"1969-1974; Cold War; Diplomatic history; Foreign relations; Iran; Kissinger, Henry; Nixon, Richard M; Richard Milhous; United States"
Gerlach,2014,Color revolutions in Eurasia,book,GreatPowers,
Cook,2014,"Visualizing Modern China: Image, History, and Memory, 1750–Present",book,BRI-EEU,
Gainous,2014,Tweeting to Power: The Social Media Revolution in American Politics,book,twitteropoliics,
Elleman,2014,Beijing's Power and China's Borders: Twenty Neighbors in Asia,book,taliban,
Carminati,2014,Security and trust in online social networks,book,socialmedia,
Riegl,2014,Strategic Regions in 21st Century Power Politics : Zones of Consensus and Zones of Conflict,book,securitycomplex,BUSINESS & ECONOMICS / Economics / General; BUSINESS & ECONOMICS / Reference; Balance of power; International relations
Gall,2014,The Wrong Enemy: America in Afghanistan 2001 - 2014,book,Afghanistan,
Cohen,2014,Geopolitics: The Geography of International Relations,book,Afghanistan,
Krause,2014,"Afghanistan, Pakistan and Strategic Change: Adjusting Western regional policy",book,Afghanistan,
Qin,2014,Ancient silk trade routes: selected works from Symposium on Cross Cultural Exchanges and Their Legacies in Asia,book,,
Kissane,2014,Beyond anarchy: the complex and chaotic dynamics of international politics,book,securitycomplex,
Bottici,2014,Imaginal Politics: Images Beyond Imagination and the Imaginary,book,socialmedia,
Kuhn,2014,Enabling the Iranian Gas Export Options: The Destiny of Iranian Energy Relations in a Tripolar Struggle over Energy Security and Geopolitics,book,russiapipelines,
Krause,2014,Afghanistan: Adjusting Western regional policy.,book,sa653,
Dupree,2014,Afghanistan,book,sa653,
Brown,2014,US Policy in Afghanistan and Iraq: Lessons and Legacies.,book,sa653,
Tight,2014,Theory and method in higher education research II,book,MGIMO_biblio,
Siddique,2014,The Pashtun question: the unresolved key to the future of Pakistan and Afghanistan,book,sa654,
Nader,2014,Iran’s Influence in Afghanistan: Implications for the U.S. Drawdown,book,Afghanistan; sa653,
Kakar,2014,The US-Afghanistan Relations during Obama Era: Implications for Pakistan,book,Afghanistan; sa653,
Çolakoğlu,2014,The Future of Afghanistan and Turkey‘s Contribution,book,Afghanistan; sa653,
Danneman,2014,Social media mining with R: deploy cutting-edge sentiment analysis techniques to real-world social media data using R,book,twitteropoliics,
Jain,2014,Social consciousness in Jainism,book,peacebuilding,
Zhang,2015,The domestic dynamics of china's energy diplomacy,book,oilrussiachina,
Katzenstein,2015,A World of Regions: Asia and Europe in the American Imperium,book,securitycomplex,
Dittmer,2015,"South Asia's Nuclear Security Dilemma: India, Pakistan, and China",book,Afghanistan,
Small,2015,The China-Pakistan Axis: Asia's New Geopolitics,book,Afghanistan,
Lamb,2015,Farewell Kabul: From Afghanistan To A More Dangerous World,book,Afghanistan,
Riedel,2015,"Deadly Embrace : Pakistan, America, And The Future Of The Global Jihad",book,Afghanistan,
Coelho,2015,Building Machine Learning Systems with Python - Second Edition,book,twitteropoliics,
Hardeniya,2015,NLTK Essentials,book,twitteropoliics,
Svensson,2015,Between Humanities and the Digital,book,twitteropoliics,
Engdahl,2015,Target: China How Washington and Wall Street Plan to Cage the Asian Dragon,book,twitteropoliics,
Omelicheva,2015,Democracy in Central Asia: Competing Perspectives and Alternative Strategies,book,uzbekistan,
Denoon,2015,"China, The United States, and the Future of Central Asia: U.S.-China Relations",book,uzbekistan,
Klieman,2015,Great powers and geopolitics: international affairs in a rebalancing world,book,GreatPowers,
Wang,2015,Quantitative methods and socio-economic applications in GIS,book,sa662,
Mirumachi,2015,Transboundary water politics in the developing world,book,environment,Developing countries; Government policy; Management; SOCIAL SCIENCE / Human Geography; Water-supply
Trottier,2015,"Social media, politics and the state: protests, revolutions, riots, crime and policing in the age of Facebook, Twitter and YouTube",book,socialmedia,
Gleditsch,2015,Nils Petter Gleditsch: Pioneer in the Analysis of War and Peace,book,climate_change,
Watson,2015,Environmental security in the Asia-Pacific,book,climate_change,
Ohanyan,2015,Networked Regionalism As Conflict Management,book,securitycomplex,
Sprout,2016,Ecological Perspective on Human Affairs,book,environment,
Chaudet,2016,When empire meets nationalism: power politics in the US and Russia,book,Geopolitics,
Davis,2016,Twitter and Elections around the World: Campaigning in 140 Characters or Less,book,twitteropoliics,
Koschut,2016,Normative change and security community disintegration: undoing peace,book,CPEC; Geopolitics,
Moak,2016,China's Economic Rise and Its Global Impact,book,economicglobalism,
Lu,2016,China-India Relations in the Contemporary World: Dynamics of national Identity and Interest,book,southasia,
Hettne,2016,The New Regionalism and the Future of Security and Development,book,southasia,
Adeney,2016,Federalism and ethnic conflict regulation in India and Pakistan,book,federalism,
Bonzanini,2016,Mastering Social Media Mining with Python,book,twitteropoliics,
Shroder,2016,Transboundary Water Resources in Afghanistan: Climate Change and Land-Use Implications,book,Afghanistan,
Nance,2016,"Defeating ISIS: Who They Are, How They Fight, What They Believe",book,Afghanistan,
Saikal,2016,Afghanistan and Its Neighbors after the NATO Withdrawal,book,Afghanistan,
Ahmed,2016,Regionalism and Regional Security in South Asia: The Role of SAARC,book,Afghanistan,
Malik,2016,Pashtun Identity and Geopolitics in Southwest Asia: Pakistan and Afghanistan Since 9/11,book,Afghanistan,
Mitchell,2016,The Democracy Promotion Paradox,book,twitteropoliics,
Engdahl,2016,The Lost Hegemon: Whom the Gods Would Destroy,book,twitteropoliics,
Desai,2016,Analytical Gains of Geopolitical Economy,book,callforpapers,
Hierman,2016,Russia and Eurasia 2016-2017,book,russiapipelines,
Stuenkel,2016,Post-Western World: How Emerging Powers Are Remaking Global Order,book,SCO,
Stabile,2016,"Constructivism Reconsidered in the Age of Social Media: New Directions for Teaching and Learning, Number 144",book,socialmedia,
Avant,2016,The New Power Politics: Networks and Transnational Security Governance,book,southasia,
Hamid,2016,"Sufis, Salafis and Islamists: the contested ground of British Islamic activism",book,islam method political,
Lim,2016,China's One Belt One Road Initiative,book,SCO; economicglobalism,
Kazil,2016,Data Wrangling with Python: Tips and Tools to Make Your Life Easier,book,twitteropoliics,
Bolstad,2016,GIS fundamentals: a first text on geographic information systems,book,sa662,
