folder,file,title,axis,thesis,concepts,bridge_claim_status,required_next_evidence,claim_use_allowed
Social Science Theories and Geography,42895095.pdf,America's Grand Strategy: A Pattern of History,theory,"U.S. foreign policy follows cyclical patterns of roughly eighty years, each initiated by a decisive war and defined by whether the nation wisely consolidates its victory or overextends itself into failure.",great cycles in foreign policy; epic wars as cycle initiators; culminating point of victory; imperial overstretch; legacy and historical trajectory,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,9407190476.pdf,Where Are the Great Powers? At Home with the Kids,theory,"Great powers have lost their defining capacity and willingness to wage war and accept casualties, rendering the traditional concept of great power status obsolete in the post-Cold War era.",great power status and definition; willingness to use force and accept casualties; post-Cold War geopolitical disorder; democratic and totalitarian constraints on military intervention; regional conflict and spheres of influence,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,ArceneauxCraigL_2005_3NeoliberalReformInAr_TransformingLatinAmer.pdf,"Neoliberal Reform in Argentina, Brazil, and Chile",empirical,"International actors with divergent motivations shape neoliberal reform outcomes across Latin America, creating uniform external pressure alongside diverse country-specific experiences.",neoliberal reform; high-low politics framework; international influence; Washington Consensus; state capacity; foreign direct investment,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,BlagojeBabic_2008.pdf,Geo-Economics – Reality & Science,theory,"Geo-economics is an interdisciplinary field studying how states and corporations use economic strategies to compete for control of global economic space, combining conflict logic with commercial methods.",geo-economic policy; world market competition; unfair trade competition; economic space mastery; state economic strategy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,BlouetBrianW_2005_2InDefenceOfTheHeartl_GlobalGeostrategyMack.pdf,In Defence of the Heartland: Sir Halford Mackinder and his critics a hundred years on,theory,Mackinder's Pivot-Heartland geopolitical thesis remains a valid framework for understanding international security and geostrategic reality despite a century of technological and political change.,Pivot-Heartland thesis; Geopolitical theory; Geostrategic spatial relationships; Sea power versus land power; Technology and strategic relevance,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,BrecherMichaelH_2002_Lnstitutionalism_RealismAndInstitution.pdf,Realism and Institutionalism in International Studies,theory,"The study of international relations and institutions requires systematic scientific inquiry to achieve progress in understanding how world affairs operate, balancing general explanations across cases with particular explanations for specific phenomena.",scientific realism; institutionalism; international relations theory; deductive method; paradigm comparison,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,COLINO_publius_2009_1_Lecours_Andre.pdf,Constitutional Change Without Constitutional Reform: Spanish Federalism and the Revision of Catalonia's Statute of Autonomy,theory,"Subnational constitutional reform within federal systems can drive broader constitutional change and federation evolution, but the flexibility it enables creates tension between adaptive stability and destabilizing power-seeking by political actors.",subnational constitutional space; bottom-up federal reform; constitutional change without formal amendment; federal-subnational tension; constituent unit discretion,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,Chinese_firm_plans_usd150m_industrial_park_in_Lahore_to_lift_exports___Newspaper___DAWN_COM.pdf,Chinese firm plans $150m industrial park in Lahore to lift exports,empirical,"A Shanghai-based Chinese apparel company is establishing a major industrial park in Lahore to leverage Pakistan's labor costs and market access, projecting substantial growth in polyester-based sportswear exports to global markets.",Foreign direct investment in export manufacturing; Industrial park development; Textile and garment production; Labor cost arbitrage; Supply chain relocation,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,Constituent_Power_and_Reflexive_Identity_Towards_an_Ontology_of_Collective_Selfhood.pdf,Constituent Power and Reflexive Identity: Towards an Ontology of Collective Selfhood,theory,"Collective identity is reflexive selfhood constituted through both political activity and legal-normative form, resolving the apparent paradox between constituent and constituted power.",constituent power; reflexive identity; collective selfhood; constitutional form; political community; self-constitution,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,ContentServer (1).pdf,Cognitive Science: From Multidisciplinarity to Interdisciplinarity,theory,"Cognitive science is evolving from a multidisciplinary network of separate sciences toward genuine interdisciplinarity through integrated research methods, organizational structures, and collaborative frameworks.",multidisciplinarity vs interdisciplinarity; trading zones metaphor; human cognition mechanisms; integrated scientific methods; cognitive science foundations,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,CopelandDaleC_2014_CHAPTERONETheoryOfEco_EconomicInterdependen.pdf,Economic Interdependence and War,theory,"Leaders' expectations of future trade and investment flows, not current or past levels of commerce, determine their propensity for peace or conflict.",trade expectations; dynamic theory; decision-maker expectations; economic interdependence; great power politics; future orientation,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,Cultural_Ontogeny_Recapitulates_Phylogeny_Samuel_Arbesman.pdf,Cultural Ontogeny Recapitulates Phylogeny,theory,"Individual learning of cultural knowledge mirrors the historical discovery sequence of that knowledge, with acquisition costs constraining the pace of cumulative cultural evolution.",ontogeny recapitulates phylogeny; cumulative cultural evolution; cultural acquisition costs; knowledge prerequisites; mathematical concept development,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,Does_ethnofederalism_explain_the_success_of_Indian_federalism.pdf,Does ethnofederalism explain the success of Indian federalism?,empirical,"While ethnofederal institutions have promoted stability in India through linguistic reorganization, territorial redesign has simultaneously increased conflict in cases where ethnic groups are intermixed or where autonomy has been downgraded, revealing a more complex picture than the conventional narrative of Indian federalism as a straightforward success.",ethnofederalism; territorial recognition and redesign; linguistic reorganization; conflict management; ethnic power relations; multinational federation,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,Doing Discourse Analysis in Critical Geopolitics.pdf,Doing Discourse Analysis in Critical Geopolitics,method,"Discourse analysis, particularly poststructuralist approaches like Laclau and Mouffe's theory, offers a rigorous methodology for examining how geopolitical meaning and identities are socially constructed through language and power.",discourse analysis; critical geopolitics; poststructuralism; geopolitical identities; social construction of world politics; truth regimes,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,European_Journal_of_International_Relations_2011_Ashworth_279_301.pdf,"Realism and the spirit of 1919: Halford Mackinder, geopolitics and the reality of the League of Nations",theory,"Halford Mackinder's geopolitical realism represents a complex early 20th-century approach distinct from later realist paradigms, demonstrating that realism and support for the League of Nations were compatible and that realism itself has greater historical diversity than conventional IR accounts acknowledge.",geopolitical analysis; classical realism; Heartland thesis; organizer/idealist foreign policy ideal types; international order; environmental influence on statecraft,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,Hryb.pdf,Soviet Ethnography Heritage and the Revival of Ethnogeopolitics in Russia and Ukraine,mixed,"Soviet ethnography, particularly its sociospheric and biospheric approaches developed by Bromley and Gumilev, continues to shape post-Soviet academic thought and policy in Russia and Ukraine, contributing to the emergence of ethnogeopolitics and inter-ethnic conflicts.",Soviet ethnography; ethnogeopolitics; sociospheric vs. biospheric approaches; modernism and primordialism in nationalism theory; Soviet nationality policy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,Introduction.pdf,The Paradox of Constitutionalism: Constituent Power and Constitutional Form,theory,Modern constitutionalism is founded on an irresolvable tension between the principle that governmental power derives from popular consent and the requirement that such power be exercised through established constitutional institutional forms.,constituent power; constitutional form; popular sovereignty; institutional constraint; constitutionalization of governance; supranational governance,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,Juridica_International.pdf,Constitutional Implementation in Estonia: A Systematic Analysis of the 1992 Constitution,empirical,"Six years after Estonia's 1992 constitutional adoption, a systematic evaluation of how constitutional principles have been implemented in practice by state bodies and legal institutions reveals the efficacy of the constitutional system as a regulator of legal and social activity.",constitutional implementation; systems theory and governance; state body relations; rule of law; legal system creation,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,Layne.pdf,The Unipolar Illusion: Why New Great Powers Will Rise,theory,Unipolarity following the Soviet collapse is temporary; structural dynamics of the international system will generate new great powers that challenge U.S. preeminence.,unipolarity; great power competition; international system structure; balancing coalitions; grand strategy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,Oleary_BJPS_Appraisal_Gellner.pdf,On the Nature of Nationalism: An Appraisal of Ernest Gellner's Writings on Nationalism,theory,"Gellner's modernist theory explains nationalism as a necessary and inevitable component of modernity rooted in functional requirements of industrial society, though his analysis remains apolitical and underexplores the reinforcing relationships between nationalism, egalitarianism, and democratization.",modernist theory of nationalism; functionalist explanation; nationalism and modernity; political legitimacy; typology of nationalism; egalitarianism and nationalism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,Olesen_ch1.pdf,Islam—Ideology and Politics,theory,"Islamic political authority is not a stable, unchanging system but rather a contingent historical phenomenon shaped by competing social groups and reinterpreted across time in relation to socio-political contexts.",politico-theological dogma versus political reality; ideology and power competition; scriptural interpretation and state legitimation; regressive-progressive method; official orthodoxy and ulama collaboration,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,ReiferThomasEhr_2016_3FromStateHegemoniesT_GlobalizationHegemony.pdf,From State Hegemonies to Transnational Hegemony: A Global Capitalism Approach,theory,Hegemony in the contemporary global system must be understood not as state domination but as transnational social domination exercised by global classes and social groups beyond nation-state institutions.,transnational hegemony; global capitalism; Gramscian consent and ideology; world capitalist system; social domination; historic blocs,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,The 2020 Societal Reset the Great Transformation 2020-2030 Jupiter Saturn and Pluto.pdf,The 2020 Societal Reset & The Great Transformation 2020-2030: Jupiter-Saturn-Pluto Cycles and Sociopolitical Evolution,theory,"Major planetary conjunctions and cycles in 2020–2030, particularly Saturn-Pluto, Jupiter-Pluto, and Jupiter-Saturn synods combined with the Pluto-Eris cycle, signal a fundamental societal reset and great transformation characterized by disruptive technologies and emerging sociopolitical-economic paradigms.",planetary synods and cycles; astrological aspects and transits; societal reset and transformation; disruptive technologies; Pluto-Eris 359-year cycle; global financial system inception,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,The Political Dimension of Economic Growth Proceedings of the IEA Conference.pdf,The Political Dimension of Economic Growth: Proceedings of the IEA Conference,mixed,"Political institutions, stability, and governance structures are critical determinants of economic growth and development outcomes.",Political institutions and institutional change; Democratic versus autocratic regimes; Political stability and uncertainty; Rent-seeking and corruption; Macroeconomic volatility,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,The_Case_for_Pluralism.pdf,The Case for Pluralism: Beyond Constitutionalism in Postnational Law,theory,Pluralism offers a superior normative framework for governing postnational order by embracing heterarchical structures that respect diverging visions of political legitimacy rather than imposing a unified constitutional order.,pluralism; postnational governance; heterarchy; constitutionalism; legal fragmentation; autonomy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,The_Constitution_of_the_State.pdf,The Constitution of the State,theory,"The state as a juristic scheme of intelligibility has a constitution distinct from governmental institutions, constituted through the conditions of the public sphere and the type of political power it generates.",state sovereignty and absolute authority; public law and Staatsrecht; scheme of intelligibility; fundamental law; public sphere; constitution of state versus constitution of government,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,Ulrich Beck Is the World's Most Important Pandemic Intellectual.pdf,Ulrich Beck Is the World's Most Important Pandemic Intellectual,theory,"Ulrich Beck's theory of risk society, developed in response to Chernobyl, provides the most relevant intellectual framework for understanding and navigating the COVID-19 pandemic and its societal aftermath.",risk society; global-scale threats; uncertainty; modernization; institutional legitimacy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,VDCSPH.pdf,Beyond The 'Binaries': A Methodological Intervention for Interrogating Maps as Representational Practices,method,Maps are not static representations but dynamic 'map spaces' produced and consumed through contested socio-spatial practices that move beyond the traditional duality of representation and practice in critical cartography.,Critical cartography; Map spaces; Representation/non-representation; Production/consumption; Socio-spatial practices,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,What_is_Constitutionalisation.pdf,What is Constitutionalisation,theory,"Constitutionalisation is the process of subjecting all governmental action to constitutional structures, procedures, principles, and values across multiple levels of governance, particularly in response to the exercise of public power through transnational and international arrangements.",constitutionalisation; constitution; constitutionalism; public power; transnational governance; constitutional procedures and norms,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,buzan_culture.pdf,Culture and International Society,theory,"Cultural unity among states is a foundational condition for international society, and the expansion of the Western states-system beyond its original cultural base creates instability.",English School theory; states-system; cultural unity; international society; civilizational areas; normative structure,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,cederman2005beyond.pdf,Beyond Fractionalization: Mapping Ethnicity onto Nationalist Insurgencies,method,"Ethnic configurations, particularly ethno-nationalist exclusion patterns, are meaningful predictors of civil war onset when properly operationalized through state-centric rather than individualist measures.",ethno-nationalist exclusiveness; fractionalization indices; ethnic conflict; collective action mechanisms; insurgency,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,document.pdf,"Post-Colonising Europe: The Geopolitics of Globalisation, Empire and Borders",theory,"Contemporary Europe remains an unexamined imperial power whose present geopolitical role is obscured by analytical focus on the United States and by Europe's self-positioning as post-imperial, ethically governed, and benign.",postcolonialism and empire; geopolitics of globalization; European borders and sovereignty; imperial consciousness and reflexivity; EU governance and integration,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,document1.pdf,The Flexibility of Territoriality from Early States to Globalisation: Making States Survive Through Territorial Autonomy,theory,"States survive through their capacity to adapt territoriality flexibly, historically by sharing power with local communities and currently through legally reinforced territorial autonomy in response to globalization and self-determination pressures.",territoriality as social construct; state effectiveness and control; territorial autonomy; self-determination; globalization and state adaptation,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,document3.pdf,The Geo-political Economy of Global Production Networks,theory,"Global production network approaches can and should incorporate geo-political analysis—including labor struggles, inter-state competition, and military conflict—to better understand the contested and violent realities of globalization.",global production networks; geo-political economy; state-centrism and scalar analysis; labor struggles and class conflict; international competition and warfare,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,document4.pdf,The Geo-political Economy of Global Production Networks,theory,"Global production network approaches should explicitly incorporate geo-political dimensions including labor struggles, inter-state competition, and military conflict to better understand the contested and violent realities of globalization.",global production networks; geo-political economy; state-centrism; labor struggles; international conflict; commodity production,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,farrell_carter_election_management.pdf,Electoral Systems and Election Management,method,"Electoral institutions, particularly electoral systems and election management bodies, shape how votes translate into political representation and determine the structure of democratic governance.",electoral system design; proportional vs. non-proportional outcomes; district magnitude; electoral formula; ballot structure; election management bodies,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,gellner_and_islam.pdf,Gellner and Islam,theory,"Gellner's theories of Islamic society, while blunt and controversial, remain profoundly important for understanding social organization and change in Muslim communities, as demonstrated through case studies of Turkish Alevis.",segmentary lineage theory; Islamic society structure; social evolution; minority religious communities; structural-functionalism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,geopower.pdf,Critical Geopolitics: The Politics of Writing Global Space,theory,"Geography is fundamentally a political act of power—the struggle between centralizing states and their authorities to impose order on space through cartography and territorial organization, versus the resistance of marginalized peoples and dissident cultures.",geo-power and territorialization; cartography as political knowledge; state authority and spatial control; endocolonization and exocolonization; borderlands and marginal resistance; geopolitics of displacement,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,ind29.pdf,"Mr. V. K. Krishna Menon's Marathon Speech on Kashmir at the United Nations Security Council, 23rd January 1957",empirical,"India's position on the Kashmir dispute presented to the UN Security Council, asserting India's rightful acceptance of Kashmir's accession and contextualizing the issue within the broader history of partition and Indo-Pakistani relations.",Kashmir accession and territorial dispute; Partition of India and Pakistan; International peace and security; Indo-Pakistani relations and cooperation; UN Security Council jurisdiction,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,introduction_unipolarity.pdf,"Unipolarity, State Behavior, and Systemic Consequences",theory,American unipolarity in the post-Cold War international system fundamentally reshapes state behavior and global order through distinctive distributions of material power and constraints on force versus consent.,unipolarity; balance of power; state capabilities; systemic structure; power projection; international institutions,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,jm_005_0010.pdf,The Colonial Origins of Territorial Disputes in South Asia,empirical,"South Asian territorial disputes are intractable primarily because colonialism imposed modern Western notions of fixed territory and boundaries on pre-modern states through partitions that ignored socio-cultural complexities, and these disputes have intensified since decolonization without an overarching authority to suppress them.",colonial origins of borders; territory and boundary concepts; decolonization and state formation; regional territorial conflicts; colonial modernity and indigenous traditions,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,nations_nationalism_iron_law_nationalism.pdf,"An iron law of nationalism and federation? A (neo-Diceyian) theory of the necessity of a federal Staatsvolk, and of consociational rescue",theory,"Federal states require a shared national identity (Staatsvolk) among their constituent peoples, and consociational mechanisms may rescue federations lacking this foundational condition.",federal Staatsvolk; consociationalism; ethnic nationalism; federation theory; civic nationality,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,nye1.pdf,Independence and Interdependence,theory,"American foreign policy faces a false choice between isolationism and interdependence; the actual strategic question concerns the types, degrees, and directions of involvement with other nations in the post-Vietnam era.",isolationism myth; interdependence; cyclical foreign policy; economic dependence; military security,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,phadnis_ganguli.pdf,"Ethnic Dynamics of Autonomist and Secessionist Demands: Ethnicity, Autonomy and Secession in South Asia",empirical,"Ethnic mobilization for autonomy and secession in South Asian states operates through varied historical, socio-political, and economic contexts, with the Bengali case demonstrating how socio-economic grievances and internal colonialism, rather than ethnicity alone, drove secessionist movements.",ethnic mobilization; autonomism and secessionism; internal colonialism; historical antecedents; relative deprivation; regional identity formation,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,ratzel_and_demography.pdf,Ratzel and Demography,mixed,"Friedrich Ratzel examines the religious, cultural, and demographic characteristics of non-Western peoples, arguing against evolutionary degradation narratives and proposing instead that cultural differences reflect distinct developmental trajectories and external contact patterns.",ethnography and religious evolution; diffusionism of cultural traits; people evaluation and internal-external functions; nature-oriented peoples; cultural transmission and decline,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,smith2.pdf,Ethno-symbolism,theory,"Nations possess deep historical and cultural roots traceable to pre-modern periods, challenging modernist theories that treat nationalism as purely an eighteenth-century ideology.",ethno-symbolism; national sentiment versus nationalism; objectivism and subjectivism in nation formation; cultural and linguistic bases of nations; antiquity of nations debate,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,spn_ch2_3_4.pdf,Traveling with Gramsci: The Spatiality of Passive Revolution,theory,"Gramsci's theory of passive revolution reveals the actual spatiality of uneven state formation and hegemonic power, not merely as metaphor but as constitutive of spatial social relations and practices.",passive revolution; spatial differentiation; uneven development; hegemony; state power; historic bloc,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,tas_methodological_structuralism.pdf,"Beyond the antinomies of structure: Lévi-Strauss, Giddens, Bourdieu, and Sewell",theory,"The notion of structure in social theory is best understood through Lévi-Strauss' methodological structuralism rather than the ontological reconceptualizations of Giddens and Sewell, which introduce conceptual difficulties and weaken structuralist analysis.",methodological structuralism; ontological structuration; social structure; duality of structure; structuralist methodology,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Social Science Theories and Geography,why_islamism_is_winning.pdf,Why Islamism Is Winning,theory,"Islamist parties are succeeding in post-Arab Spring elections not because of extremism but because they provide a coherent ideological framework and political program that resonates with diverse populations experiencing economic grievance and state failure, paralleling how liberalism unified disparate European movements in the 19th century.",ideological diffusion across societies; revolutionary waves and contagion; post-authoritarian political realignment; grievance aggregation around shared ideology; transnational networks of dissent,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Advaita Vedanta and International Relations,Advait-Vedanta-for-Beginners.pdf,Advaita Vedanta: A Presentation for Beginners,theory,"Advaita Vedanta teaches that the individual self (Atma) is identical with Brahman, the ultimate non-dual reality, and liberation is the direct knowledge of this identity, not an event but self-recognition.",Non-dualism (Advaita); Brahman and Atma identity; Maya and orders of reality; Knowledge as sole means of liberation; Jivanmukti and Videha mukti,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Advaita Vedanta and International Relations,"Practical Exam Format May, 2020.pdf",Practical Exam Format May 2020,empirical,UNCLEAR,,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Advaita Vedanta and International Relations,"Sarah Baartman, at rest at last - SouthAfrica.info.pdf","Sarah Baartman, at Rest at Last",empirical,"The historical exploitation and repatriation of Sarah Baartman, a Khoisan woman displayed as a racial and scientific curiosity in 19th-century Europe, illustrates the violent intersection of colonialism, racism, and the objectification of Black women's bodies.",colonial exploitation; scientific racism; racial othering; bodily commodification; repatriation and dignity,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Advaita Vedanta and International Relations,The_Colombo_Plan_for_Cooperative_Economi.pdf,The Colombo Plan for Cooperative Economic Development in South and Southeast Asia: Seventh Annual Report,empirical,"The Colombo Plan is a multilateral framework for coordinated economic development and technical cooperation among Commonwealth and regional countries in South and Southeast Asia, with progress reviewed annually by the Consultative Committee.",international cooperative development; technical cooperation scheme; regional economic assistance; multilateral coordination; development programs,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Advaita Vedanta and International Relations,Zabul_Residents_Promise_to_Ban_Poppy_for_Work.pdf,Zabul Residents Promise to Ban Poppy for Work,empirical,"Residents of Zabul province pledge to eliminate poppy cultivation in exchange for government provision of employment opportunities, particularly for youth.",poppy eradication; alternative livelihoods; drug policy; provincial governance; youth employment,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Advaita Vedanta and International Relations,_We_have_to_go_Afghans_ready_to_flee_country_as_foreign_troop.pdf,We have to go: Afghans ready to flee country as foreign troops withdraw,empirical,"As American military withdrawal from Afghanistan approaches in 2014, a mass exodus of Afghan citizens fleeing economic collapse, political instability, and security threats is accelerating, driven by loss of international support and prospects for Taliban return.",post-conflict migration; economic dependency on foreign aid; security vacuum and state collapse; refugee displacement cycles; brain drain and capital flight,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Advaita Vedanta and International Relations,abiword_job__2_job_287.pdf,Advaita Vedanta and International Relations,mixed,UNCLEAR,Advaita Vedanta; non-dualism; international relations theory; philosophical foundations; statecraft,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Advaita Vedanta and International Relations,capitalcritiqueo02marx_bw.pdf,"Capital: A Critique of Political Economy, Volume III",theory,"The capitalist mode of production exhibits systematic internal contradictions, particularly in the tendency of the rate of profit to fall, which emerges from the transformation of surplus-value into average profit and the dynamics of competition.",surplus-value and profit transformation; rate of profit and its counteracting causes; falling tendency of profit rates; competition and average profit formation; merchant and financial capital; interest-bearing capital and credit,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Advaita Vedanta and International Relations,cu31924013841154.pdf,Imperialism and World Economy,theory,"Imperialism emerges as a necessary stage of capitalist development driven by the internationalization of capital, overproduction, and competition for markets, raw materials, and investment spheres within an integrated world economy.",World economy and internationalization of capital; Imperialism and capitalist expansion; Finance capital and monopoly organizations; Colonial division of markets and raw materials; Capital export and overproduction,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Advaita Vedanta and International Relations,differentialcalc031624mbp.pdf,Differential Calculus,method,"A rigorous but pedagogically accessible treatment of differential calculus for undergraduate students, emphasizing conceptual understanding over formula manipulation.",real numbers; limits and continuity; derivatives; curve tracing; geometrical applications,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Advaita Vedanta and International Relations,realanalysis contents berberian.pdf,Fundamentals of Real Analysis,method,"A systematic treatment of the foundational concepts and techniques of real analysis, including measure theory, metric spaces, and functional analysis.",real numbers; measure theory; metric spaces; functional analysis; topology,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Classical Political Philosophy,An Archaeological History of Indian Buddhism.pdf,An Archaeological History of Indian Buddhism,empirical,"Material evidence from archaeological sites reveals the evolution of Buddhist institutions, practices, and social relationships across Indian history from the Buddha through the medieval period.",Buddhist archaeology; monastic institutions; lay Buddhism; material culture; religious syncretism; Mahayana Buddhism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Classical Political Philosophy,Economic Geography The Integration of Regions and Nations.pdf,Economic Geography: The Integration of Regions and Nations,theory,"Economic geography explains how spatial patterns of production, trade, and agglomeration emerge from the interplay of increasing returns, transport costs, and market size, with implications for regional disparities and integration.",agglomeration; core-periphery structure; increasing returns; trade costs; spatial competition; monopolistic competition,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Classical Political Philosophy,Locked in Place State-Building and Late Industrialization in India by Vivek Chibber.pdf,Locked in Place: State-Building and Late Industrialization in India,empirical,"India's post-colonial state failed to establish developmental capacity because domestic capital successfully constrained state autonomy, contrasting sharply with South Korea's successful developmental state model.",developmental state; late industrialization; state capacity and autonomy; import-substitution industrialization; business-state relations; institutional design,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Classical Political Philosophy,Locked in Place State-Building and Late Industrialization in India.pdf,Locked in Place: State-Building and Late Industrialization in India,empirical,"India failed to establish a developmental state capable of disciplining capital and enforcing industrial policy, unlike Korea, because the postcolonial Indian state was constrained by business opposition and labor demobilization that prevented the autonomous state capacity required for effective late industrialization.",developmental state; state capacity and autonomy; import-substitution industrialization; capital discipline; late development; institutional analysis,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
